country,platform,month_latest,month_prev,seller_used_id,seller_name,final_revenue,final_revenue_prev,delta_final_revenue,growth_rate_revenue,final_quantity,final_quantity_prev,delta_final_quantity,growth_rate_quantity,abnormal_flag,abnormal_type,risk_level
PH,LAZ,2025-11,2025-10,PH.LAZ.500171127256,,9750.0,7074.72,2675.2799999999997,37.81%,81.0,56.0,25.0,44.64%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171139387,,6475.0,11547.36,-5072.360000000001,-43.93%,35.0,66.0,-31.0,-46.97%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171148096,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171250012,,75.0,225.0,-150.0,-66.67%,1.0,3.0,-2.0,-66.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171268071,,4430.0,4297.099999999999,132.90000000000055,3.09%,5.0,5.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171292050,,5780.0,15730.0,-9950.0,-63.25%,50.0,143.0,-93.0,-65.03%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171328090,,9792.0,8568.0,1224.0,14.29%,16.0,14.0,2.0,14.29%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171337467,,46000.409999999996,19962.57,26037.839999999997,130.43%,792.0,300.0,492.0,164.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171343054,,0.0,265556.0,-265556.0,-100.0%,0.0,197.0,-197.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171430120,,620072.72,837569.0,-217496.28000000003,-25.97%,2220.0,3016.0,-796.0,-26.39%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171433177,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171436181,,57.0,57.0,0.0,0.0%,3.0,3.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171445763,,15405.0,3250.0,12155.0,374.0%,89.0,19.0,70.0,368.42%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500171454309,,1831037.8900000001,829847.42,1001190.4700000001,120.65%,4575.0,1656.0,2919.0,176.27%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171457484,,1449.0,0.0,1449.0,-,1.0,0.0,1.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171460702,,8800.0,7040.0,1760.0,25.0%,50.0,40.0,10.0,25.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171463490,,1407.0,2056.0,-649.0,-31.57%,11.0,16.0,-5.0,-31.25%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171466638,,4596.0,3447.0,1149.0,33.33%,4.0,3.0,1.0,33.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171469683,,417185.0,103363.0,313822.0,303.61%,2365.0,677.0,1688.0,249.34%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500171469824,,5092.0,3318.0,1774.0,53.47%,8.0,2.0,6.0,300.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171475873,,27760.0,270488.0,-242728.0,-89.74%,8.0,79.0,-71.0,-89.87%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171478776,,9120.0,20900.0,-11780.0,-56.36%,24.0,55.0,-31.0,-56.36%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171496200,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171499724,,792.0,2772.0,-1980.0,-71.43%,8.0,28.0,-20.0,-71.43%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171508619,,5884.0,4993.56,890.4399999999996,17.83%,58.0,66.0,-8.0,-12.12%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171535129,,935.0,1710.5,-775.5,-45.34%,9.0,22.0,-13.0,-59.09%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171541164,,1571.0,2178.0,-607.0,-27.87%,13.0,22.0,-9.0,-40.91%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171562144,,961.0,0.0,961.0,-,5.0,0.0,5.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171592103,,370.0,370.0,0.0,0.0%,2.0,2.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171595075,,565054.0,131510.0,433544.0,329.67%,1964.0,468.0,1496.0,319.66%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500171616082,,340.0,170.0,170.0,100.0%,2.0,1.0,1.0,100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171643245,,880.0,988.0,-108.0,-10.93%,2.0,4.0,-2.0,-50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171655303,,1578.0,0.0,1578.0,-,2.0,0.0,2.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171688201,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171700042,,4800.0,4800.0,0.0,0.0%,13.0,13.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171754029,,447288.0,175297.0,271991.0,155.16%,329.0,98.0,231.0,235.71%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171766108,,6405.0,24285.0,-17880.0,-73.63%,7.0,27.0,-20.0,-74.07%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171856079,,85.0,170.0,-85.0,-50.0%,1.0,2.0,-1.0,-50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500171985009,,24964.0,60046.88,-35082.88,-58.43%,31.0,98.0,-67.0,-68.37%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172027008,,252.0,71.0,181.0,254.93%,2.0,1.0,1.0,100.0%,True,base-effect,low
PH,LAZ,2025-11,2025-10,PH.LAZ.500172027428,,5602.8,4762.38,840.4200000000001,17.65%,140.0,119.0,21.0,17.65%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172060028,,25.0,3150.0,-3125.0,-99.21%,1.0,9.0,-8.0,-88.89%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172111492,,0.0,2027.3,-2027.3,-100.0%,0.0,55.0,-55.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172114008,,45.0,45.0,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172117478,,4200.0,8778.0,-4578.0,-52.15%,4.0,11.0,-7.0,-63.64%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172162005,,59.0,1194.0,-1135.0,-95.06%,1.0,6.0,-5.0,-83.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172234049,,570.0,4400.0,-3830.0,-87.05%,19.0,176.0,-157.0,-89.2%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172285134,,8990.0,1798.0,7192.0,400.0%,10.0,2.0,8.0,400.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500172294072,,1350.0,7443.450000000001,-6093.450000000001,-81.86%,3.0,17.0,-14.0,-82.35%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172417149,,8769251.15,1011477.22,7757773.930000001,766.97%,38967.0,3670.0,35297.0,961.77%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500172525207,,468709.0,52085.490000000005,416623.51,799.88%,1963.0,237.0,1726.0,728.27%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500172546022,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172573012,,14530.5,21767.27,-7236.77,-33.25%,113.0,422.0,-309.0,-73.22%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172588003,,47835.58,42346.5,5489.080000000002,12.96%,977.0,408.0,569.0,139.46%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172591028,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172603025,,47576.0,58251.3,-10675.300000000003,-18.33%,297.0,534.0,-237.0,-44.38%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172774052,,28560.0,67615.0,-39055.0,-57.76%,132.0,245.0,-113.0,-46.12%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172876015,,2075.0,17671.0,-15596.0,-88.26%,5.0,47.0,-42.0,-89.36%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172954034,,370.0,370.0,0.0,0.0%,2.0,2.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172960070,,17874.0,15850.0,2024.0,12.77%,6.0,5.0,1.0,20.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172984006,,1497.0,3871.0,-2374.0,-61.33%,19.0,50.0,-31.0,-62.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500172996085,,854391.0,843198.0,11193.0,1.33%,13.0,6.0,7.0,116.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173089051,,7345.0,179036.0,-171691.0,-95.9%,18.0,352.0,-334.0,-94.89%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173089077,,6881.1,17133.56,-10252.460000000001,-59.84%,116.0,421.0,-305.0,-72.45%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173128078,,721210.0,456370.0,264840.0,58.03%,227.0,291.0,-64.0,-21.99%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173161057,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173197097,,642.0,1284.0,-642.0,-50.0%,3.0,6.0,-3.0,-50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173197115,,1200.0,564.0,636.0,112.77%,2.0,2.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173293100,,20910.0,8406.86,12503.14,148.73%,71.0,33.0,38.0,115.15%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173431159,,2394.0,5589.0,-3195.0,-57.17%,6.0,11.0,-5.0,-45.45%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173437089,,954.75,849.5999999999999,105.15000000000009,12.38%,7.0,6.0,1.0,16.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173440152,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173455121,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173500104,,10133027.620000001,10995674.63,-862647.0099999998,-7.85%,43309.0,47239.0,-3930.0,-8.32%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173551049,,12728.0,14145.0,-1417.0,-10.02%,74.0,67.0,7.0,10.45%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173578093,,11655.0,37741.0,-26086.0,-69.12%,15.0,59.0,-44.0,-74.58%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173632374,,420.0,2520.0,-2100.0,-83.33%,1.0,6.0,-5.0,-83.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173653342,,27267.0,18923.0,8344.0,44.09%,183.0,127.0,56.0,44.09%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173680029,,26639.510000000002,7442.4,19197.11,257.94%,176.0,28.0,148.0,528.57%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500173701484,,3072.3,1030.68,2041.6200000000001,198.08%,39.0,14.0,25.0,178.57%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173713260,,2969.3999999999996,10197.0,-7227.6,-70.88%,35.0,131.0,-96.0,-73.28%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173716329,,9485.0,6925.0,2560.0,36.97%,33.0,25.0,8.0,32.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173731029,,6462.0,27570.0,-21108.0,-76.56%,18.0,30.0,-12.0,-40.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173731228,,6825.0,2860.0,3965.0,138.64%,105.0,44.0,61.0,138.64%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173734181,,12180.0,6930.0,5250.0,75.76%,35.0,22.0,13.0,59.09%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173734501,,2760.0,2231.0,529.0,23.71%,12.0,10.0,2.0,20.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173746121,,11144.0,60297.0,-49153.0,-81.52%,56.0,303.0,-247.0,-81.52%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173767137,,16218.0,1434.0,14784.0,1030.96%,102.0,6.0,96.0,1600.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500173776149,,86130.0,25320.0,60810.0,240.17%,151.0,50.0,101.0,202.0%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500173827071,,10500.0,9000.0,1500.0,16.67%,7.0,6.0,1.0,16.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173842116,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173878072,,28900.0,25500.0,3400.0,13.33%,34.0,30.0,4.0,13.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173908093,,672.64,672.64,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500173989037,,3253.0,4779.0,-1526.0,-31.93%,26.0,51.0,-25.0,-49.02%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500174016018,,56963.0,46681.0,10282.0,22.03%,247.0,239.0,8.0,3.35%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500174016052,,17148.0,5665.0,11483.0,202.7%,164.0,55.0,109.0,198.18%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500174109038,,3840.0,868.0,2972.0,342.4%,49.0,8.0,41.0,512.5%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500174112028,,7057.0,948.0,6109.0,644.41%,130.0,44.0,86.0,195.45%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500174136044,,1677.0,1333.86,343.1400000000001,25.73%,13.0,11.0,2.0,18.18%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500174214076,,32.0,29.96,2.039999999999999,6.81%,4.0,4.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500174307087,,2187.0,108.0,2079.0,1925.0%,29.0,6.0,23.0,383.33%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500174583118,,7128.0,1632.51,5495.49,336.63%,72.0,17.0,55.0,323.53%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500174655111,,5007.0,8624.0,-3617.0,-41.94%,53.0,88.0,-35.0,-39.77%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500174676140,,3039.0,2787.16,251.84000000000015,9.04%,11.0,13.0,-2.0,-15.38%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500174715012,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500174754019,,1350.0,5200.0,-3850.0,-74.04%,4.0,15.0,-11.0,-73.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500174853036,,3408.0,611.22,2796.7799999999997,457.57%,49.0,6.0,43.0,716.67%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500174862128,,807.38,307.23,500.15,162.79%,6.0,3.0,3.0,100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500174883103,,33657.0,9918.0,23739.0,239.35%,517.0,171.0,346.0,202.34%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500174919104,,1126.54,2758.58,-1632.04,-59.16%,5.0,14.0,-9.0,-64.29%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500174985091,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175114023,,100130.0,44350.0,55780.0,125.77%,298.0,125.0,173.0,138.4%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175204409,,29705.0,50835.0,-21130.0,-41.57%,129.0,237.0,-108.0,-45.57%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175210188,,260.0,2300.0,-2040.0,-88.7%,4.0,2.0,2.0,100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175303136,,8557.0,13134.0,-4577.0,-34.85%,43.0,66.0,-23.0,-34.85%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175372082,,6370.0,74950.04000000001,-68580.04000000001,-91.5%,26.0,297.0,-271.0,-91.25%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175459055,,1596.0,1197.0,399.0,33.33%,4.0,3.0,1.0,33.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175552099,,225.0,0.0,225.0,-,5.0,0.0,5.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175591246,,94.0,54.0,40.0,74.07%,4.0,2.0,2.0,100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175618356,,571249.0,664681.0,-93432.0,-14.06%,1838.0,2022.0,-184.0,-9.1%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175627137,,16991.0,4819.0,12172.0,252.58%,90.0,36.0,54.0,150.0%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500175642042,,663120.0,1504300.0,-841180.0,-55.92%,216.0,490.0,-274.0,-55.92%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175651176,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175660367,,272509.0,414367.0,-141858.0,-34.23%,2031.0,2654.0,-623.0,-23.47%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175681106,,700877.0,710282.0,-9405.0,-1.32%,343.0,389.0,-46.0,-11.83%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175732155,,12100.0,22960.0,-10860.0,-47.3%,49.0,100.0,-51.0,-51.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175738100,,159.0,0.0,159.0,-,1.0,0.0,1.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175756007,,45486.0,71529.0,-26043.0,-36.41%,534.0,826.0,-292.0,-35.35%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175756114,,447.15,1038.87,-591.7199999999999,-56.96%,4.0,17.0,-13.0,-76.47%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175813009,,2000.0,18000.0,-16000.0,-88.89%,8.0,72.0,-64.0,-88.89%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175831002,,1299.0,7518.0,-6219.0,-82.72%,1.0,6.0,-5.0,-83.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175834063,,18760.0,17140.0,1620.0,9.45%,18.0,24.0,-6.0,-25.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500175900053,,646.0,89.0,557.0,625.84%,2.0,1.0,1.0,100.0%,True,base-effect,low
PH,LAZ,2025-11,2025-10,PH.LAZ.500176005076,,1370.0,2035.6,-665.5999999999999,-32.7%,18.0,28.0,-10.0,-35.71%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176104174,,138181.0,0.0,138181.0,-,10218.0,3783.0,6435.0,170.1%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176107119,,1079.0,728.0,351.0,48.21%,6.0,4.0,2.0,50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176110005,,1320.0,1140.0,180.0,15.79%,22.0,19.0,3.0,15.79%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176170097,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176188049,,5165.0,42240.0,-37075.0,-87.77%,55.0,440.0,-385.0,-87.5%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176215071,,8060.0,8190.0,-130.0,-1.59%,234.0,182.0,52.0,28.57%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176215154,,1485.0,2007.9,-522.9000000000001,-26.04%,15.0,115.0,-100.0,-86.96%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176269006,,8136324.07,7512928.96,623395.1100000003,8.3%,21427.0,20708.0,719.0,3.47%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176332064,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176344067,,219.0,3611.31,-3392.31,-93.94%,1.0,17.0,-16.0,-94.12%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176359029,,21957.0,35650.0,-13693.0,-38.41%,53.0,100.0,-47.0,-47.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176398008,,4688185.82,2392051.21,2296134.6100000003,95.99%,17219.0,9401.0,7818.0,83.16%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176515073,,175.0,1235.0,-1060.0,-85.83%,1.0,7.0,-6.0,-85.71%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176608077,,55650.0,481950.0,-426300.0,-88.45%,157.0,567.0,-410.0,-72.31%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176848187,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176857086,,99.0,96.03,2.969999999999999,3.09%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176905064,,1600.0,800.0,800.0,100.0%,2.0,1.0,1.0,100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500176923021,,42700.0,30800.0,11900.0,38.64%,122.0,88.0,34.0,38.64%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177028142,,75.0,80.0,-5.0,-6.25%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177055213,,1813.0,2560.0,-747.0,-29.18%,5.0,6.0,-1.0,-16.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177076001,,3210.0,6420.0,-3210.0,-50.0%,3.0,6.0,-3.0,-50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177367051,,6162.0,1162.06,4999.9400000000005,430.27%,43.0,2.0,41.0,2050.0%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500177370198,,0.0,1935.15,-1935.15,-100.0%,0.0,5.0,-5.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177388117,,4950.0,7425.0,-2475.0,-33.33%,22.0,33.0,-11.0,-33.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177433171,,2264.0,640.0,1624.0,253.75%,71.0,20.0,51.0,255.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500177496099,,1483.23,10427.56,-8944.33,-85.78%,20.0,44.0,-24.0,-54.55%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177511041,,4122.0,2221.3,1900.6999999999998,85.57%,18.0,10.0,8.0,80.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177595097,,1455.6,13280.5,-11824.9,-89.04%,8.0,62.0,-54.0,-87.1%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177598027,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177730198,,3609724.86,3774457.78,-164732.91999999993,-4.36%,20662.0,21966.0,-1304.0,-5.94%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177751016,,1145.0,1914.75,-769.75,-40.2%,5.0,9.0,-4.0,-44.44%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500177751253,,1889.0,9445.0,-7556.0,-80.0%,1.0,5.0,-4.0,-80.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178213054,,502627.15,680095.0,-177467.84999999998,-26.09%,1972.0,2248.0,-276.0,-12.28%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178402202,,214.65,0.0,214.65,-,27.0,0.0,27.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178405369,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178408207,,1977.77,18646.64,-16668.87,-89.39%,71.0,207.0,-136.0,-65.7%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178471120,,305552.0,207880.0,97672.0,46.98%,564.0,340.0,224.0,65.88%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178498402,,7425.0,6300.0,1125.0,17.86%,33.0,28.0,5.0,17.86%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178561282,,270011.55,436785.83,-166774.28000000003,-38.18%,239.0,440.0,-201.0,-45.68%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178564386,,1116.0,998.0,118.0,11.82%,4.0,2.0,2.0,100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178576369,,8367.0,15411.36,-7044.360000000001,-45.71%,31.0,42.0,-11.0,-26.19%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178582268,,790427.02,667627.87,122799.15000000002,18.39%,3358.0,2165.0,1193.0,55.1%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178585408,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178612181,,100.0,100.0,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178624241,,330.0,5500.0,-5170.0,-94.0%,3.0,50.0,-47.0,-94.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178657430,,36065.0,49940.0,-13875.0,-27.78%,97.0,136.0,-39.0,-28.68%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500178675162,,294.0,0.0,294.0,-,6.0,0.0,6.0,-,False,none,none
