country,platform,month_latest,month_prev,seller_used_id,seller_name,abnormal_type,computation_label_prev,computation_label_latest,has_S1_prev,has_S1_latest,has_S3_prev,has_S3_latest,historical_quantity_prev,historical_quantity_latest,historical_review_prev,historical_review_latest,final_asp_prev,final_asp_latest
PH,LAZ,2025-11,2025-10,PH.LAZ.501776768235,,spike-out-trend,S5,S5,False,False,False,False,0.0,0.0,48.0,103.0,362.69,1006.0999999999999
PH,LAZ,2025-11,2025-10,PH.LAZ.7133,,source-switch,S3,S5,False,False,True,False,1055.0,5457.0,219.0,1421.0,468.0,411.5
PH,LAZ,2025-11,2025-10,PH.LAZ.7829,,spike-out-trend,S5,S5,False,False,False,False,156.0,789.0,35.0,138.0,387.03,301.84166666666664
PH,SHP,2025-11,2025-10,PH.SHP.1012745644,,spike-out-trend,S5,S5,False,False,False,False,23.0,3000.0,7.0,1138.0,493.5,493.5
PH,SHP,2025-11,2025-10,PH.SHP.1023387857,,spike-out-trend,S5,S5,False,False,False,False,198.0,1000.0,31.0,223.0,132.0,126.0
PH,SHP,2025-11,2025-10,PH.SHP.1035149859,,spike-out-trend,S5,S5,False,False,False,False,97.0,709.0,14.0,110.0,172.0,189.5
PH,SHP,2025-11,2025-10,PH.SHP.1050055321,,spike-out-trend,S5,S5,False,False,False,False,184.0,578.0,50.0,163.0,136.0,136.0
PH,SHP,2025-11,2025-10,PH.SHP.1057539553,,spike-out-trend,S5,S5,False,False,False,False,4000.0,10000.0,203.0,32747.0,136.75,291.0
PH,SHP,2025-11,2025-10,PH.SHP.105887956,,spike-out-trend,S5,S5,False,False,False,False,15.0,891.0,5.0,213.0,998.0,1088.0
PH,SHP,2025-11,2025-10,PH.SHP.1069096781,,spike-out-trend,S5,S5,False,False,False,False,1000.0,4000.0,81.0,335.0,65.0,68.0
PH,SHP,2025-11,2025-10,PH.SHP.1074462544,,spike-out-trend,S5,S5,False,False,False,False,95.0,4000.0,29.0,615.0,150.0,62.0
PH,SHP,2025-11,2025-10,PH.SHP.10782362,,source-switch,S3,S5,False,False,True,False,10000.0,10000.0,6779.0,6398.0,244.0,344.0
PH,SHP,2025-11,2025-10,PH.SHP.1081060098,,spike-out-trend,S5,S5,False,False,False,False,28.0,438.0,10.0,112.0,399.0,104.0
PH,SHP,2025-11,2025-10,PH.SHP.1096059581,,spike-out-trend,S5,S5,False,False,False,False,402.0,1000.0,102.0,369.0,95.0,89.5
PH,SHP,2025-11,2025-10,PH.SHP.1106283471,,spike-out-trend,S5,S5,False,False,False,False,29.0,338.0,13.0,80.0,124.0,131.0
PH,SHP,2025-11,2025-10,PH.SHP.1112282680,,spike-out-trend,S5,S5,False,False,False,False,243.0,2000.0,51.0,520.0,180.0,147.5
PH,SHP,2025-11,2025-10,PH.SHP.1113693187,,spike-out-trend,S5,S5,False,False,False,False,24.0,78.0,9.0,9.0,294.5,341.875
PH,SHP,2025-11,2025-10,PH.SHP.1139553106,,spike-out-trend,S5,S5,False,False,False,False,334.0,844.0,102.0,309.0,299.0,317.125
PH,SHP,2025-11,2025-10,PH.SHP.1159531017,,spike-out-trend,S5,S5,False,False,False,False,163.0,220.0,22.0,67.0,126.0,128.5
PH,SHP,2025-11,2025-10,PH.SHP.116535824,,spike-out-trend,S5,S5,False,False,False,False,117.0,284.0,31.0,91.0,221.0,777.5
PH,SHP,2025-11,2025-10,PH.SHP.116939378,,spike-out-trend,S5,S5,False,False,False,False,17.0,276.0,6.0,51.0,729.0,679.0
PH,SHP,2025-11,2025-10,PH.SHP.1171878193,,spike-out-trend,S5,S5,False,False,False,False,113.0,10000.0,32.0,39755.0,149.0,138.0
PH,SHP,2025-11,2025-10,PH.SHP.1175543705,,base-effect,S5,S5,False,False,False,False,7.0,269.0,4.0,38.0,19.0,79.0
PH,SHP,2025-11,2025-10,PH.SHP.1188414966,,spike-out-trend,S5,S5,False,False,False,False,78.0,1000.0,21.0,358.0,148.0,138.0
PH,SHP,2025-11,2025-10,PH.SHP.1191370951,,spike-out-trend,S5,S5,False,False,False,False,15.0,20.0,3.0,5.0,300.75,516.5
PH,SHP,2025-11,2025-10,PH.SHP.1195230934,,spike-out-trend,S5,S5,False,False,False,False,10000.0,600000.0,2383.0,175820.0,106.0,94.27272727272727
PH,SHP,2025-11,2025-10,PH.SHP.1197524900,,spike-out-trend,S5,S5,False,False,False,False,83.0,170.0,20.0,59.0,459.0,499.0
PH,SHP,2025-11,2025-10,PH.SHP.1214826674,,base-effect,S5,S4,False,False,False,False,5.0,28.0,3.0,4.0,99.0,380.5
PH,SHP,2025-11,2025-10,PH.SHP.1224189491,,spike-out-trend,S5,S5,False,False,False,False,27.0,638.0,19.0,154.0,79.0,79.0
PH,SHP,2025-11,2025-10,PH.SHP.1241087836,,spike-out-trend,S5,S5,False,False,False,False,78.0,331.0,21.0,91.0,126.0,126.0
PH,SHP,2025-11,2025-10,PH.SHP.1244791873,,spike-out-trend,S5,S5,False,False,False,False,7000.0,4000.0,847.0,1068.0,77.0,886.0
PH,SHP,2025-11,2025-10,PH.SHP.1245401746,,spike-out-trend,S5,S5,False,False,False,False,708.0,830.0,103.0,114.0,98.0,161.5
PH,SHP,2025-11,2025-10,PH.SHP.1256129911,,spike-out-trend,S5,S5,False,False,False,False,260.0,6000.0,69.0,1567.0,119.0,159.0
PH,SHP,2025-11,2025-10,PH.SHP.1261712819,,spike-out-trend,S5,S5,False,False,False,False,153.0,108.0,21.0,32.0,450.0,775.0
PH,SHP,2025-11,2025-10,PH.SHP.126914829,,spike-out-trend,S5,S5,False,False,False,False,63.0,3000.0,17.0,1165.0,75.0,145.0
PH,SHP,2025-11,2025-10,PH.SHP.1271817652,,spike-out-trend,S5,S5,False,False,False,False,204.0,51.0,56.0,19.0,616.2142857142857,559.8974358974359
PH,SHP,2025-11,2025-10,PH.SHP.1284416290,,spike-out-trend,S5,S5,False,False,False,False,187.0,1000.0,12.0,401.0,134.0,121.0
PH,SHP,2025-11,2025-10,PH.SHP.1285337285,,spike-out-trend,S5,S5,False,False,False,False,8.0,65.0,7.0,16.0,975.5,594.375
PH,SHP,2025-11,2025-10,PH.SHP.129187738,,spike-out-trend,S5,S5,False,False,True,False,10000.0,70000.0,12503.0,24587.0,231.6,143.06
PH,SHP,2025-11,2025-10,PH.SHP.1295062901,,source-switch,S4,S5,False,False,False,False,28.0,214.0,7.0,72.0,1610.0,1606.0
PH,SHP,2025-11,2025-10,PH.SHP.1302048862,,spike-out-trend,S5,S5,False,False,False,False,19.0,53.0,3.0,10.0,161.5,396.75
PH,SHP,2025-11,2025-10,PH.SHP.1303943303,,spike-out-trend,S5,S5,False,False,False,False,113.0,10000.0,18.0,9290.0,152.5,149.0
PH,SHP,2025-11,2025-10,PH.SHP.1330859090,,spike-out-trend,S5,S5,False,False,False,False,45.0,203.0,9.0,33.0,635.0,590.0
PH,SHP,2025-11,2025-10,PH.SHP.1337540846,,spike-out-trend,S5,S5,False,False,False,False,2000.0,9000.0,178.0,735.0,60.333333333333336,58.5
PH,SHP,2025-11,2025-10,PH.SHP.1356486206,,spike-out-trend,S5,S5,False,False,False,False,9.0,97.0,6.0,25.0,376.0,335.5
PH,SHP,2025-11,2025-10,PH.SHP.13634024,,spike-out-trend,S5,S5,False,False,False,False,23.0,221.0,5.0,67.0,185.0,275.0
PH,SHP,2025-11,2025-10,PH.SHP.1377686634,,source-switch,S3,S5,False,False,True,False,952.0,5000.0,253.0,1381.0,106.5,131.1851851851852
PH,SHP,2025-11,2025-10,PH.SHP.1388065926,,spike-out-trend,S5,S5,False,False,False,False,80.0,524.0,17.0,124.0,108.0,83.33333333333333
PH,SHP,2025-11,2025-10,PH.SHP.1398836323,,spike-out-trend,S5,S5,False,False,True,False,249.0,3000.0,57.0,641.0,126.875,113.78571428571429
PH,SHP,2025-11,2025-10,PH.SHP.1417724357,,spike-out-trend,S5,S5,False,False,False,False,153.0,149.0,9.0,11.0,200.0,295.0
PH,SHP,2025-11,2025-10,PH.SHP.1453642540,,source-switch,S4,S5,False,False,False,False,198.0,1000.0,49.0,482.0,232.85714285714286,223.1
PH,SHP,2025-11,2025-10,PH.SHP.14672811,,source-switch,S4,S5,False,False,False,False,13.0,2000.0,3.0,465.0,368.0,598.0
PH,SHP,2025-11,2025-10,PH.SHP.1471230969,,spike-out-trend,S5,S5,False,False,False,False,139.0,243.0,21.0,55.0,25.0,80.0
PH,SHP,2025-11,2025-10,PH.SHP.1477123557,,spike-out-trend,S5,S5,False,False,False,False,26.0,809.0,11.0,116.0,97.75,125.5
PH,SHP,2025-11,2025-10,PH.SHP.1488057000,,spike-out-trend,S5,S5,False,False,False,False,3000.0,4000.0,595.0,1012.0,96.33333333333333,147.8
PH,SHP,2025-11,2025-10,PH.SHP.1491216211,,spike-out-trend,S5,S5,False,False,False,False,110.0,1000.0,50.0,480.0,28.0,102.5
PH,SHP,2025-11,2025-10,PH.SHP.1493928619,,base-effect,S5,S5,False,False,False,False,23.0,86.0,5.0,27.0,44.0,44.0
PH,SHP,2025-11,2025-10,PH.SHP.1504705808,,spike-out-trend,S5,S5,False,False,False,False,44.0,67.0,24.0,28.0,149.0,414.0
PH,SHP,2025-11,2025-10,PH.SHP.151324489,,spike-out-trend,S5,S5,False,False,False,False,5000.0,10000.0,611.0,2049.0,49.0,39.0
PH,SHP,2025-11,2025-10,PH.SHP.1514348838,,spike-out-trend,S5,S5,False,False,False,False,69.0,1000.0,18.0,332.0,175.0,89.66666666666667
PH,SHP,2025-11,2025-10,PH.SHP.1518992623,,spike-out-trend,S5,S5,False,False,False,False,38.0,3000.0,14.0,595.0,49.0,169.0
PH,SHP,2025-11,2025-10,PH.SHP.1538028753,,spike-out-trend,S5,S5,False,False,False,False,132.0,2000.0,33.0,393.0,125.0,109.0
PH,SHP,2025-11,2025-10,PH.SHP.1545423316,,base-effect,S5,S5,False,False,False,False,4.0,174.0,4.0,52.0,53.0,53.0
PH,SHP,2025-11,2025-10,PH.SHP.154901003,,base-effect,S5,S5,False,False,False,False,102.0,54.0,17.0,17.0,22.0,82.0
PH,SHP,2025-11,2025-10,PH.SHP.1550402929,,spike-out-trend,S5,S5,False,False,False,False,156.0,280.0,56.0,65.0,91.55555555555556,92.74074074074075
PH,SHP,2025-11,2025-10,PH.SHP.155242398,,spike-out-trend,S5,S5,False,False,False,False,151.0,10000.0,30.0,4160.0,290.0,108.0
PH,SHP,2025-11,2025-10,PH.SHP.1603118205,,spike-out-trend,S5,S5,False,False,False,False,20.0,91.0,9.0,27.0,129.0,159.0
PH,SHP,2025-11,2025-10,PH.SHP.1619980625,,spike-out-trend,S5,S5,False,False,False,False,15.0,223.0,6.0,44.0,725.0,501.0
PH,SHP,2025-11,2025-10,PH.SHP.1634825070,,spike-out-trend,S5,S5,False,False,False,False,282.0,537.0,59.0,85.0,2039.6,2301.6666666666665
PH,SHP,2025-11,2025-10,PH.SHP.1636611096,,base-effect,S5,S5,False,False,False,False,11.0,83.0,3.0,23.0,81.0,273.5
PH,SHP,2025-11,2025-10,PH.SHP.1648460240,,spike-out-trend,S5,S5,False,False,False,False,214.0,308.0,37.0,77.0,1648.8,2582.4444444444443
PH,SHP,2025-11,2025-10,PH.SHP.16511247,,spike-out-trend,S5,S5,False,False,False,False,3000.0,10000.0,181.0,2967.0,80.0,195.0
PH,SHP,2025-11,2025-10,PH.SHP.16621971,,spike-out-trend,S5,S5,False,False,False,False,45.0,5000.0,13.0,1010.0,449.0,149.0
PH,SHP,2025-11,2025-10,PH.SHP.1664275568,,spike-out-trend,S5,S5,False,False,False,False,131.0,0.0,60.0,167.0,168.0,187.0
PH,SHP,2025-11,2025-10,PH.SHP.170085610,,source-switch,S4,S5,False,False,False,False,10000.0,9000.0,2458.0,3499.0,152.125,125.63888888888889
PH,SHP,2025-11,2025-10,PH.SHP.17017304,,spike-out-trend,S5,S5,False,False,False,False,125.0,2000.0,21.0,338.0,204.0,161.88888888888889
PH,SHP,2025-11,2025-10,PH.SHP.173969742,,spike-out-trend,S5,S5,False,False,False,False,277.0,407.0,37.0,67.0,123.0,245.0
PH,SHP,2025-11,2025-10,PH.SHP.181308880,,spike-out-trend,S5,S5,False,False,False,False,88.0,119.0,19.0,15.0,399.0,1511.0
PH,SHP,2025-11,2025-10,PH.SHP.191063030,,spike-out-trend,S5,S5,False,False,False,False,142.0,1000.0,26.0,165.0,29.0,99.0
PH,SHP,2025-11,2025-10,PH.SHP.196214868,,spike-out-trend,S5,S5,False,False,False,False,5000.0,10000.0,925.0,3880.0,177.5,137.93333333333334
PH,SHP,2025-11,2025-10,PH.SHP.201777295,,spike-out-trend,S5,S5,False,False,False,False,611.0,258.0,114.0,78.0,285.0,1669.0
PH,SHP,2025-11,2025-10,PH.SHP.220527916,,source-switch,S3,S5,False,False,True,False,1000.0,8000.0,197.0,2812.0,554.3333333333334,332.25
PH,SHP,2025-11,2025-10,PH.SHP.231006019,,spike-out-trend,S5,S5,False,False,False,False,93.0,1000.0,17.0,172.0,88.0,142.0
PH,SHP,2025-11,2025-10,PH.SHP.23790201,,spike-out-trend,S5,S5,False,False,False,False,54.0,2000.0,8.0,828.0,3251.5,489.6666666666667
PH,SHP,2025-11,2025-10,PH.SHP.240739113,,source-switch,S3,S5,False,False,True,False,10000.0,10000.0,12662.0,52585.0,400.85714285714283,288.04
PH,SHP,2025-11,2025-10,PH.SHP.26346925,,spike-out-trend,S5,S5,False,False,False,False,10000.0,100000.0,124842.0,31755.0,5.0,103.0
PH,SHP,2025-11,2025-10,PH.SHP.270751078,,spike-out-trend,S5,S5,False,False,False,False,1000.0,5000.0,337.0,1590.0,2208.0,947.8888888888889
PH,SHP,2025-11,2025-10,PH.SHP.27171948,,source-switch,S4,S5,False,False,False,False,456.0,10000.0,103.0,1456.0,390.3333333333333,149.25
PH,SHP,2025-11,2025-10,PH.SHP.281258347,,spike-out-trend,S5,S5,False,False,False,False,64.0,249.0,11.0,66.0,281.5,247.5
PH,SHP,2025-11,2025-10,PH.SHP.290729505,,spike-out-trend,S5,S5,False,False,False,False,458.0,10000.0,168.0,48847.0,209.0,126.33333333333333
PH,SHP,2025-11,2025-10,PH.SHP.29151333,,spike-out-trend,S5,S5,False,False,False,False,78.0,228.0,21.0,88.0,149.0,349.0
PH,SHP,2025-11,2025-10,PH.SHP.291701020,,base-effect,S5,S5,False,False,False,False,45.0,102.0,6.0,30.0,17.0,139.0
PH,SHP,2025-11,2025-10,PH.SHP.294095309,,spike-out-trend,S5,S5,False,False,False,False,1000.0,8000.0,265.0,628.0,95.0,78.33333333333333
PH,SHP,2025-11,2025-10,PH.SHP.298202541,,spike-out-trend,S5,S5,False,False,False,False,13.0,118.0,3.0,37.0,450.0,250.0
PH,SHP,2025-11,2025-10,PH.SHP.307943646,,spike-out-trend,S5,S5,False,False,False,False,1000.0,8000.0,396.0,2748.0,307.5,555.0
PH,SHP,2025-11,2025-10,PH.SHP.31233419,,source-switch,S3,S5,False,False,True,False,10000.0,100000.0,6066.0,13599.0,12.0,10.0
PH,SHP,2025-11,2025-10,PH.SHP.31237029,,spike-out-trend,S5,S5,False,False,False,False,358.0,6000.0,95.0,1313.0,88.33333333333333,119.0
PH,SHP,2025-11,2025-10,PH.SHP.313406373,,spike-out-trend,S5,S5,False,False,False,False,1000.0,10000.0,449.0,3802.0,1567.6666666666667,630.0
PH,SHP,2025-11,2025-10,PH.SHP.323461142,,spike-out-trend,S5,S5,False,False,False,False,56.0,250.0,18.0,84.0,140.0,222.5
PH,SHP,2025-11,2025-10,PH.SHP.326667940,,spike-out-trend,S5,S5,False,False,False,False,215.0,886.0,99.0,330.0,315.0,254.33333333333334
PH,SHP,2025-11,2025-10,PH.SHP.327924741,,spike-out-trend,S5,S5,False,False,False,False,372.0,1000.0,99.0,221.0,50.0,62.5
PH,SHP,2025-11,2025-10,PH.SHP.34243482,,spike-out-trend,S5,S5,False,False,False,False,170.0,10000.0,43.0,1118.0,417.3333333333333,138.0
PH,SHP,2025-11,2025-10,PH.SHP.344754647,,spike-out-trend,S5,S5,False,False,False,False,10000.0,4000.0,313.0,1073.0,60.333333333333336,169.0
PH,SHP,2025-11,2025-10,PH.SHP.34584777,,spike-out-trend,S5,S5,False,False,False,False,36.0,2000.0,6.0,233.0,120.0,125.0
PH,SHP,2025-11,2025-10,PH.SHP.348868810,,spike-out-trend,S5,S5,False,False,False,False,49.0,0.0,6.0,57.0,751.0,455.0
PH,SHP,2025-11,2025-10,PH.SHP.350680565,,spike-out-trend,S5,S5,False,False,False,False,374.0,4000.0,40.0,386.0,418.0,608.0
PH,SHP,2025-11,2025-10,PH.SHP.35586009,,spike-out-trend,S5,S5,False,False,False,False,216.0,328.0,25.0,73.0,41.0,601.5
PH,SHP,2025-11,2025-10,PH.SHP.357693850,,spike-out-trend,S5,S5,False,False,False,False,3000.0,20000.0,787.0,6896.0,446.0,714.7857142857143
PH,SHP,2025-11,2025-10,PH.SHP.357752896,,base-effect,S2,S5,False,False,False,False,71.0,3000.0,10.0,825.0,71.0,77.33333333333333
PH,SHP,2025-11,2025-10,PH.SHP.366691,,spike-out-trend,S5,S5,False,False,False,False,48.0,531.0,9.0,138.0,148.0,98.0
PH,SHP,2025-11,2025-10,PH.SHP.372091105,,spike-out-trend,S5,S5,False,False,False,False,36.0,510.0,8.0,123.0,5955.0,2110.0
PH,SHP,2025-11,2025-10,PH.SHP.373341038,,source-switch,S3,S5,False,False,True,False,10000.0,10000.0,2431.0,2433.0,29.0,105.66666666666667
PH,SHP,2025-11,2025-10,PH.SHP.376882670,,base-effect,S5,S5,False,False,False,False,482.0,249.0,24.0,22.0,12.0,270.0
PH,SHP,2025-11,2025-10,PH.SHP.378727253,,spike-out-trend,S5,S5,False,False,False,False,23.0,10000.0,4.0,3243.0,201.33333333333334,72.66666666666667
PH,SHP,2025-11,2025-10,PH.SHP.386000571,,spike-out-trend,S5,S5,False,False,False,False,677.0,3000.0,170.0,481.0,1250.0,735.5
PH,SHP,2025-11,2025-10,PH.SHP.4032248,,base-effect,S5,S5,False,False,False,False,49.0,311.0,10.0,106.0,49.0,134.0
PH,SHP,2025-11,2025-10,PH.SHP.405958286,,spike-out-trend,S5,S5,False,False,False,False,500.0,4000.0,188.0,914.0,359.0,465.1111111111111
PH,SHP,2025-11,2025-10,PH.SHP.41463246,,spike-out-trend,S5,S5,False,False,False,False,348.0,7000.0,92.0,1717.0,159.0,150.33333333333334
PH,SHP,2025-11,2025-10,PH.SHP.426087132,,spike-out-trend,S5,S5,False,False,False,False,221.0,3000.0,50.0,873.0,720.0,369.1666666666667
PH,SHP,2025-11,2025-10,PH.SHP.430466944,,spike-out-trend,S5,S5,False,False,False,False,78.0,2000.0,22.0,702.0,599.0,776.0
PH,SHP,2025-11,2025-10,PH.SHP.43396064,,spike-out-trend,S5,S5,False,False,True,False,4000.0,5000.0,1225.0,1227.0,100.75,158.0
PH,SHP,2025-11,2025-10,PH.SHP.446720105,,spike-out-trend,S5,S5,False,False,False,False,214.0,1000.0,48.0,134.0,449.0,494.0
PH,SHP,2025-11,2025-10,PH.SHP.455263904,,spike-out-trend,S5,S5,False,False,True,False,10000.0,80000.0,1756.0,14996.0,102.33333333333333,718.6666666666666
PH,SHP,2025-11,2025-10,PH.SHP.465030182,,spike-out-trend,S5,S5,False,False,False,False,60.0,210.0,15.0,34.0,109.0,109.8
PH,SHP,2025-11,2025-10,PH.SHP.472482774,,spike-out-trend,S5,S5,False,False,False,False,,15.0,7.0,52.0,1783.0,916.0
PH,SHP,2025-11,2025-10,PH.SHP.473202897,,spike-out-trend,S5,S5,False,False,False,False,,194.0,6.0,34.0,2342.0,2326.0
PH,SHP,2025-11,2025-10,PH.SHP.478357383,,source-switch,S3,S5,False,False,True,False,10000.0,10000.0,2586.0,2594.0,31.75,56.44444444444444
PH,SHP,2025-11,2025-10,PH.SHP.479792156,,source-switch,S2,S5,False,False,False,False,968.0,978.0,280.0,282.0,280.0,273.0
PH,SHP,2025-11,2025-10,PH.SHP.481889667,,spike-out-trend,S5,S5,False,False,False,False,2000.0,7000.0,1142.0,2556.0,49.0,88.0
PH,SHP,2025-11,2025-10,PH.SHP.489135017,,spike-out-trend,S4,S4,False,False,False,False,11.0,22.0,0.0,2.0,491.0,299.5
PH,SHP,2025-11,2025-10,PH.SHP.492321987,,base-effect,S5,S5,False,False,False,False,7.0,105.0,4.0,28.0,45.0,35.0
PH,SHP,2025-11,2025-10,PH.SHP.50341569,,spike-out-trend,S5,S5,False,False,True,False,2000.0,10000.0,804.0,5747.0,143.6,162.25
PH,SHP,2025-11,2025-10,PH.SHP.503782175,,spike-out-trend,S5,S5,False,False,False,False,24.0,4000.0,12.0,1206.0,139.0,139.0
PH,SHP,2025-11,2025-10,PH.SHP.51144568,,spike-out-trend,S5,S5,False,False,False,False,1000.0,3000.0,192.0,532.0,820.0,852.0
PH,SHP,2025-11,2025-10,PH.SHP.51909388,,spike-out-trend,S5,S5,False,False,False,False,946.0,8000.0,222.0,2464.0,35.0,145.0
PH,SHP,2025-11,2025-10,PH.SHP.52178014,,source-switch,S3,S5,False,False,True,False,10000.0,50000.0,56602.0,17312.0,629.4814814814815,375.13186813186815
PH,SHP,2025-11,2025-10,PH.SHP.526017288,,source-switch,S3,S5,False,False,True,False,2000.0,9000.0,605.0,2242.0,267.0,124.36842105263158
PH,SHP,2025-11,2025-10,PH.SHP.530070231,,spike-out-trend,S5,S5,False,False,False,False,53.0,389.0,16.0,121.0,165.5,152.0
PH,SHP,2025-11,2025-10,PH.SHP.536280708,,spike-out-trend,S5,S5,False,False,False,False,20.0,610.0,15.0,131.0,238.0,345.0
PH,SHP,2025-11,2025-10,PH.SHP.54289988,,source-switch,S3,S5,False,False,True,False,1000.0,400000.0,500.0,41146.0,723.8,180.25
PH,SHP,2025-11,2025-10,PH.SHP.567691525,,source-switch,S5,S4,False,False,True,False,10000.0,3000.0,540.0,156.0,173.8709677419355,194.0
PH,SHP,2025-11,2025-10,PH.SHP.595750967,,spike-out-trend,S5,S5,False,False,False,False,6000.0,10000.0,909.0,6206.0,87.0,190.92307692307693
PH,SHP,2025-11,2025-10,PH.SHP.599180191,,spike-out-trend,S5,S5,False,False,False,False,27.0,5000.0,10.0,1271.0,279.0,109.33333333333333
PH,SHP,2025-11,2025-10,PH.SHP.601817650,,spike-out-trend,S5,S5,False,False,False,False,,598.0,174.0,8745.0,1670.4285714285713,1207.4
PH,SHP,2025-11,2025-10,PH.SHP.609142923,,spike-out-trend,S5,S5,False,False,False,False,,3000.0,21.0,648.0,1272.0,2213.6666666666665
PH,SHP,2025-11,2025-10,PH.SHP.636906976,,spike-out-trend,S5,S5,False,False,False,False,234.0,2000.0,42.0,224.0,35.0,26.5
PH,SHP,2025-11,2025-10,PH.SHP.636957689,,base-effect,S5,S5,False,False,False,False,242.0,2000.0,32.0,212.0,8.0,10.0
PH,SHP,2025-11,2025-10,PH.SHP.638600715,,spike-out-trend,S5,S5,False,False,False,False,670.0,10000.0,175.0,4303.0,182.75,302.93333333333334
PH,SHP,2025-11,2025-10,PH.SHP.64814729,,spike-out-trend,S5,S5,False,False,False,False,221.0,2000.0,54.0,670.0,44.5,117.6
PH,SHP,2025-11,2025-10,PH.SHP.659379870,,source-switch,S3,S5,False,False,True,False,190.0,20000.0,57.0,6128.0,43.0,59.0
PH,SHP,2025-11,2025-10,PH.SHP.670298881,,source-switch,S3,S5,False,False,True,False,8000.0,10000.0,2804.0,8870.0,250.0,363.5
PH,SHP,2025-11,2025-10,PH.SHP.67982090,,spike-out-trend,S5,S5,False,False,False,False,24.0,3000.0,4.0,481.0,520.0,521.0
PH,SHP,2025-11,2025-10,PH.SHP.695507725,,spike-out-trend,S5,S5,False,False,False,False,203.0,2000.0,53.0,584.0,121.66666666666667,129.32
PH,SHP,2025-11,2025-10,PH.SHP.696865898,,spike-out-trend,S5,S5,False,False,False,False,55.0,1000.0,19.0,1134.0,74.0,73.5
PH,SHP,2025-11,2025-10,PH.SHP.69914365,,spike-out-trend,S5,S5,False,False,False,False,80.0,4000.0,16.0,644.0,79.0,79.0
PH,SHP,2025-11,2025-10,PH.SHP.711617942,,source-switch,S3,S5,False,False,True,False,6000.0,7000.0,2358.0,2377.0,350.2,173.44
PH,SHP,2025-11,2025-10,PH.SHP.712285259,,spike-out-trend,S5,S5,False,False,False,False,656.0,1000.0,154.0,463.0,320.0,233.08333333333334
PH,SHP,2025-11,2025-10,PH.SHP.737526405,,base-effect,S5,S5,False,False,False,False,23.0,4000.0,6.0,1056.0,86.0,65.0
PH,SHP,2025-11,2025-10,PH.SHP.74598016,,spike-out-trend,S5,S5,False,False,True,False,10000.0,5000.0,1195.0,1295.0,84.81818181818181,127.24
PH,SHP,2025-11,2025-10,PH.SHP.74645600,,spike-out-trend,S5,S5,False,False,False,False,229.0,516.0,15.0,84.0,398.0,379.0
PH,SHP,2025-11,2025-10,PH.SHP.752752609,,spike-out-trend,S5,S5,False,False,False,False,100.0,285.0,21.0,51.0,59.0,96.0
PH,SHP,2025-11,2025-10,PH.SHP.763467416,,source-switch,S3,S5,False,False,True,False,10000.0,10000.0,2086.0,2095.0,2212.6666666666665,3122.2340425531916
PH,SHP,2025-11,2025-10,PH.SHP.768828559,,spike-out-trend,S5,S5,False,False,False,False,51.0,282.0,11.0,82.0,110.0,127.5
PH,SHP,2025-11,2025-10,PH.SHP.77472471,,spike-out-trend,S5,S5,False,False,False,False,1000.0,10000.0,372.0,4870.0,149.0,305.0
PH,SHP,2025-11,2025-10,PH.SHP.796136847,,spike-out-trend,S5,S5,False,False,False,False,216.0,2000.0,79.0,385.0,294.0,198.0
PH,SHP,2025-11,2025-10,PH.SHP.802243565,,source-switch,S3,S5,False,False,True,False,4000.0,10000.0,643.0,3900.0,24.0,84.3125
PH,SHP,2025-11,2025-10,PH.SHP.80439668,,spike-out-trend,S5,S5,False,False,False,False,196.0,1000.0,10.0,308.0,86.0,2049.6666666666665
PH,SHP,2025-11,2025-10,PH.SHP.804753880,,source-switch,S5,S6,False,False,False,False,4000.0,10000.0,623.0,11968.0,828.5,1707.159090909091
PH,SHP,2025-11,2025-10,PH.SHP.815387876,,spike-out-trend,S5,S5,False,False,False,False,332.0,10000.0,50.0,14305.0,59.0,74.0
PH,SHP,2025-11,2025-10,PH.SHP.826031452,,spike-out-trend,S5,S5,False,False,False,False,3.0,4000.0,3.0,1554.0,128.0,83.0
PH,SHP,2025-11,2025-10,PH.SHP.828375334,,spike-out-trend,S5,S5,False,False,False,False,342.0,4000.0,103.0,1190.0,750.0,359.0
PH,SHP,2025-11,2025-10,PH.SHP.853669658,,spike-out-trend,S5,S5,False,False,False,False,216.0,6000.0,57.0,493.0,94.5,110.2
PH,SHP,2025-11,2025-10,PH.SHP.866898712,,spike-out-trend,S5,S5,False,False,False,False,17.0,1000.0,3.0,290.0,486.0,450.0
PH,SHP,2025-11,2025-10,PH.SHP.870838672,,spike-out-trend,S5,S5,False,False,False,False,568.0,4000.0,119.0,1296.0,64.5,50.6
PH,SHP,2025-11,2025-10,PH.SHP.879754718,,spike-out-trend,S5,S5,False,False,False,False,10000.0,10000.0,4119.0,6740.0,29.0,79.0
PH,SHP,2025-11,2025-10,PH.SHP.881852515,,spike-out-trend,S5,S5,False,False,False,False,63.0,2000.0,30.0,597.0,78.0,108.0
PH,SHP,2025-11,2025-10,PH.SHP.890249387,,spike-out-trend,S5,S5,False,False,False,False,36.0,75.0,8.0,12.0,250.5,363.0
PH,SHP,2025-11,2025-10,PH.SHP.897783431,,base-effect,S5,S5,False,False,False,False,8.0,1000.0,6.0,186.0,49.0,42.0
PH,SHP,2025-11,2025-10,PH.SHP.902536161,,spike-out-trend,S5,S5,False,False,False,False,71.0,619.0,18.0,142.0,3257.0,648.0
